ID,country_satis,econ_sit,children_betteroff2,satisfied_democracy,financial20yr,diversity20yr,diversity20yr_fu,gender20yr,gender20yr_fu,religion20yr,religion20yr_fu,family20yr,family20yr_fu,fav_US,fav_China,fav_Russia,fav_India,fav_Pak,fav_Japan,partyfav_india_BJP,intthreat_chpower,INTTHREAT_USPOWER,intthreat_ruspower,intthreat_climatechange,intthreat_isis,intthreat_cyber,intthreat_NKorea,intthreat_econcondition,trade,trade_wages,trade_jobs,trade_prices,econ_power,respect_china,respect_us,US_WORLD_ROLE,world_role_China,world_role_russia,world_role_india,world_role_germany,world_role_UK,world_role_france,worldleader_USChina,describecountry_officials,describecountry_court,describecountry_corrupt,describecountry_walk,describecountry_election,describecountry_views,describecountry_sol,confid_trump,confid_xi,confid_putin,confid_merkel,confid_macron,confid_abe,confid_modi,USREL_BETTERWORSE,involved_US,interest_surveycountry,use_internet,own_cell_standalone,smartphone,social_net,cyberattack_infrastructure,cyberattack_elections,cyberattack_natsec,preparedcyberattack,prob_leaving,immig_moreless,planmove,whymove_jobs,whymove_violence,whymove_educ,whymove_family,prob_crime,prob_employ_opp,prob_rich_poor,prob_corrupt_biz,prob_terror,prob_rise_prices,prob_corrupt_officials,prob_air_pollution,prob_communal_relations,prob_schools,prob_healthcare,prob_Kashmir,fiveyears_prob_job,fiveyears_prob_terror,fiveyears_prob_corrupt,fiveyears_prob_richpoor,fiveyears_prob_comrel,fiveyears_prob_air,fiveyears_prob_prices,fiveyears_prob_Kashmir,Kashmir_military,fiveyears_rel_China,fiveyears_rel_Russia,fiveyears_rel_Pak,fiveyears_rel_US,indiaus_ties_mil,indiaus_ties_econ,threat_let,threat_pak,threat_china,sex,age,d_relig_india_A,d_relig2_india_A,evil_spirits,relbehavior_marking,relbehavior_symbols,relbehavior_altar,relbehavior_food,sexselect_abortion,relparticipate_sing,relparticipate_story,relparticipate_prayer,religion_import,d_educ_india,d_income_india,d_hhpeople,d_adult_us,d_ptyid_proximity_india,d_homephone_us,d_hhcell
599,1,2,1,2,1,1,1,1,1,3,8,1,1,1,4,1,1,4,1,1,1,3,3,1,1,1,3,3,1,1,1,1,4,8,8,1,8,1,1,8,1,1,1,2,1,2,3,2,1,2,8,8,8,8,8,8,1,1,1,2,1,1,1,1,2,2,2,2,2,3,8,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,4,4,4,4,4,3,4,2,4,1,1,1,1,1,1,1,26,1,13,2,2,2,1,1,2,1,2,2,2,9,98,4,4,6,2,NA
600,2,2,2,2,1,1,2,1,1,1,1,2,2,8,4,8,1,4,8,3,1,3,3,8,1,1,8,8,2,1,1,8,8,8,8,3,8,8,1,8,8,8,1,2,4,1,2,1,1,8,2,8,8,8,8,8,2,3,3,2,1,1,1,1,2,2,2,2,4,4,2,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,8,4,5,2,4,4,4,4,1,2,8,4,2,2,2,2,1,2,1,30,1,13,2,2,2,1,1,2,2,2,2,1,6,9,4,4,27,2,NA
601,2,4,8,3,1,1,1,1,1,2,2,1,1,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,1,2,1,8,8,8,8,8,8,9,2,8,8,8,1,1,1,1,8,8,8,8,4,8,2,1,4,1,9,1,1,1,1,1,2,1,1,8,1,1,1,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,2,28,1,13,2,2,2,1,1,2,2,2,2,2,9,98,5,4,98,2,NA
602,1,2,1,1,1,2,1,1,1,2,1,2,2,3,4,8,1,4,8,1,1,3,3,8,1,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,9,8,1,4,1,3,4,4,1,2,8,8,9,8,8,8,1,1,2,2,1,1,1,2,8,2,2,2,1,2,2,1,4,1,2,1,1,2,1,1,1,1,1,3,1,3,1,2,2,2,2,2,5,2,4,1,2,1,2,1,1,1,1,1,1,2,37,1,13,2,2,2,1,1,2,2,2,2,1,5,6,5,2,6,2,NA
603,8,8,1,1,1,8,NA,1,1,8,NA,1,1,8,2,8,1,4,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,4,2,1,2,2,8,8,8,8,8,8,2,8,8,8,8,1,1,1,8,1,1,8,1,8,8,8,1,2,2,3,5,8,5,3,2,8,2,8,4,8,8,8,8,1,1,1,43,1,13,2,2,2,9,1,8,1,2,1,1,3,6,4,2,6,2,NA
604,1,8,1,3,1,8,NA,8,NA,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,2,2,8,8,8,8,8,8,2,8,8,8,8,1,1,1,8,1,1,8,8,8,4,8,8,4,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,1,8,2,24,1,13,2,2,1,1,1,2,2,2,2,1,4,3,4,2,98,2,NA
605,1,8,1,1,1,8,NA,2,2,2,1,1,1,8,8,8,1,4,8,2,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,1,9,1,8,8,8,8,9,8,8,8,9,8,8,8,2,1,2,2,8,8,8,8,8,8,2,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,2,36,1,13,2,2,2,1,1,2,1,2,1,1,4,3,5,3,99,2,NA
606,2,4,2,3,3,3,1,1,1,3,1,2,1,4,4,1,1,4,8,2,1,2,1,2,1,1,2,1,3,2,2,2,1,1,1,8,1,1,2,1,1,1,8,4,4,1,1,1,3,1,8,8,8,8,8,8,1,2,8,4,2,1,2,2,8,2,1,2,1,4,2,1,8,1,4,1,1,1,2,1,1,1,1,2,1,2,2,4,4,4,4,3,3,4,4,1,4,5,4,5,8,8,1,2,1,1,55,1,13,2,2,2,1,1,2,1,1,1,1,4,8,6,4,6,2,NA
607,1,4,8,3,1,1,1,1,1,1,1,2,2,8,3,8,1,4,8,1,8,9,9,8,8,9,8,8,8,8,1,1,8,8,8,8,8,8,1,8,8,8,8,8,8,8,3,3,8,1,8,8,8,8,8,8,1,8,8,8,2,1,2,2,8,1,8,8,1,8,2,2,8,1,8,1,1,1,1,1,1,1,8,1,1,1,8,4,4,1,4,1,1,1,4,1,4,8,4,8,8,8,8,1,1,2,18,1,13,1,2,2,1,2,8,1,1,1,1,1,2,7,7,6,2,NA
608,2,4,1,8,3,3,2,1,1,1,1,3,2,8,8,8,1,8,8,1,8,8,9,8,8,8,8,8,8,1,1,1,8,8,8,8,8,8,1,8,8,8,9,1,4,1,8,1,8,1,8,8,8,8,8,8,1,8,8,8,2,2,NA,2,1,2,1,8,8,8,2,8,8,8,8,1,1,1,1,1,1,1,8,1,1,1,1,8,8,3,8,2,2,2,3,8,8,8,8,8,9,9,8,1,1,1,65,1,13,1,2,2,2,2,8,1,1,1,1,1,1,2,98,98,2,1
609,1,2,1,2,8,8,NA,1,1,1,1,2,2,8,8,8,1,8,8,3,8,8,8,8,8,8,8,8,4,8,8,8,8,1,1,1,8,8,1,8,8,8,8,1,8,8,1,8,2,2,8,8,8,8,8,8,4,8,8,8,2,1,2,2,8,1,8,8,8,8,2,1,8,2,8,1,1,1,1,1,1,1,4,1,1,1,1,4,8,8,4,8,1,8,1,8,8,8,8,8,8,8,8,8,8,2,35,1,13,2,2,2,1,2,8,1,1,2,1,1,1,2,98,21,2,NA
610,1,2,1,1,2,8,NA,1,1,1,1,2,2,1,8,8,1,4,1,1,8,8,8,8,8,8,8,8,1,8,1,1,8,1,1,8,8,8,1,8,8,8,8,8,1,1,9,2,1,8,8,8,8,8,8,8,1,8,8,8,2,2,NA,2,1,1,8,8,4,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,4,8,9,4,4,1,8,8,4,8,8,8,1,1,8,1,48,1,13,2,2,8,2,2,8,1,1,1,1,4,1,4,4,21,2,2
611,1,1,2,8,8,8,NA,8,NA,1,1,2,2,8,8,8,1,8,1,1,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,1,1,8,1,8,8,8,8,8,8,8,8,1,1,8,8,2,2,NA,2,3,1,1,8,8,8,8,1,8,1,8,8,1,1,1,3,3,3,1,1,8,1,1,8,8,8,8,1,4,8,4,8,8,8,4,8,8,8,8,1,8,2,26,1,13,2,2,2,2,2,8,2,1,2,1,1,1,2,2,21,2,2
612,2,2,3,3,8,1,2,1,1,1,1,2,2,8,2,8,1,4,8,4,8,8,8,8,8,8,8,8,8,1,1,1,8,8,8,8,8,8,2,3,8,2,8,8,4,1,3,1,8,1,8,8,8,8,8,8,4,8,8,8,2,2,NA,2,2,1,8,8,1,8,2,2,8,8,8,8,4,1,8,1,1,8,8,8,8,8,4,4,4,4,4,4,4,4,4,2,4,1,4,1,8,8,1,1,1,1,55,1,13,1,2,2,1,2,8,1,1,1,1,3,1,4,4,21,2,1
613,1,2,1,4,1,8,NA,1,1,1,1,2,2,8,8,8,1,4,8,4,8,8,3,8,8,8,8,8,4,1,1,1,8,8,8,8,8,8,1,8,8,8,8,8,1,1,1,1,8,1,8,8,8,8,8,8,4,8,8,8,2,1,2,2,1,1,8,8,1,8,2,1,2,1,1,1,3,3,3,1,1,1,1,1,3,1,3,4,1,1,4,4,1,4,4,1,8,8,4,8,8,8,1,1,1,1,18,1,13,1,2,2,1,2,8,1,2,2,1,4,1,3,3,21,2,NA
614,2,1,1,3,3,3,2,1,1,2,1,2,2,8,8,8,1,4,8,4,8,8,8,3,8,8,3,8,4,3,1,1,8,8,8,8,8,8,1,8,8,8,8,8,1,1,1,4,1,8,8,8,8,8,8,8,4,8,8,8,2,1,2,2,8,1,1,8,1,8,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,4,4,4,4,2,4,4,1,8,8,4,8,8,8,8,1,1,1,98,1,13,1,2,2,1,1,8,1,1,2,8,1,1,1,NA,21,2,NA
615,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,2,1,3,3,8,1,8,1,3,1,1,1,3,1,2,1,8,2,8,1,8,1,8,1,8,1,1,1,1,1,2,1,1,8,8,8,1,1,1,1,8,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,4,1,8,4,1,2,3,4,1,1,1,1,1,1,1,98,1,13,1,2,2,1,1,2,2,2,1,1,3,1,5,2,21,2,NA
616,1,1,2,1,1,1,1,1,1,1,1,2,2,8,8,8,4,4,8,2,8,8,8,8,8,8,8,8,8,8,1,1,1,8,8,8,8,8,1,8,8,8,8,8,1,1,1,1,1,1,8,8,8,8,8,8,1,8,8,8,2,1,2,2,2,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,3,4,1,4,1,4,1,8,8,8,1,1,1,98,1,13,1,2,2,1,1,1,2,1,1,1,1,1,3,2,21,2,NA
617,2,4,2,2,1,3,2,2,2,2,2,2,2,2,4,1,1,4,3,3,2,3,2,3,2,1,3,3,1,2,2,2,2,2,8,1,2,3,1,1,8,3,2,4,2,1,2,4,4,4,2,8,3,2,8,3,1,1,3,2,1,1,1,2,5,1,2,2,1,2,2,1,2,1,4,1,1,2,3,1,1,2,2,1,2,2,4,1,4,1,2,3,4,2,4,1,4,4,4,3,1,1,2,1,1,2,25,1,13,2,2,2,2,2,2,2,2,2,2,3,6,5,4,6,2,NA
618,2,4,2,2,2,2,2,1,1,1,1,2,2,1,4,2,2,4,2,2,2,1,1,3,2,1,2,1,1,1,1,1,2,8,1,1,3,2,2,3,1,1,2,4,2,4,2,4,1,2,4,8,2,8,8,3,2,1,1,2,2,2,NA,2,1,4,2,1,2,4,2,2,4,2,3,1,1,2,3,3,1,4,4,2,2,2,1,4,4,2,2,4,3,2,4,8,2,2,4,1,2,1,2,1,1,2,25,1,13,2,2,2,2,2,2,2,2,2,4,3,4,4,2,6,2,2
619,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,8,3,1,2,3,2,2,3,2,2,3,3,1,3,2,1,1,1,1,1,8,1,1,2,1,4,8,4,4,4,2,1,2,2,1,8,4,1,1,1,3,1,1,1,1,1,2,1,2,1,3,2,1,2,3,4,3,2,4,1,1,1,2,2,3,4,4,1,4,4,4,2,3,4,4,4,3,4,2,4,2,2,1,2,1,1,1,19,1,13,8,2,2,2,2,2,2,2,2,2,3,6,4,3,24,2,NA
620,1,2,2,2,2,1,1,1,1,1,1,3,2,2,4,4,3,4,3,4,3,2,1,1,3,1,1,3,1,2,1,1,1,1,2,2,1,3,1,3,1,2,2,1,2,4,1,1,1,2,2,3,8,8,8,4,2,1,1,1,1,1,1,1,3,1,2,2,1,1,2,1,4,1,4,3,2,4,2,1,2,4,4,4,3,4,1,4,4,4,2,2,2,2,4,3,2,2,4,1,1,1,1,1,1,1,31,1,13,2,2,2,1,2,3,2,2,8,1,4,5,4,2,9,2,NA
621,1,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,4,1,4,2,2,2,2,1,1,1,2,1,1,3,1,4,1,1,1,2,1,1,1,1,1,1,4,4,4,2,2,2,1,1,4,1,8,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,4,2,2,2,1,2,1,1,2,1,1,3,2,1,3,4,3,1,2,1,4,2,2,2,2,1,1,2,1,4,1,1,1,1,1,1,2,44,1,13,2,2,2,1,2,2,1,1,1,1,5,6,4,4,6,1,NA
622,2,4,1,3,2,3,2,2,2,1,2,3,2,2,2,2,1,3,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,8,8,1,2,3,1,2,1,3,2,2,4,1,3,2,1,4,3,2,2,3,2,4,2,2,2,2,2,1,2,2,1,3,2,2,1,4,2,1,2,3,4,1,2,3,2,1,1,1,4,1,3,2,1,4,3,4,4,4,2,4,4,2,4,4,4,2,4,3,2,2,2,1,29,2,13,2,2,1,2,1,3,2,1,2,2,3,4,5,2,24,1,NA
623,1,2,1,1,1,3,2,2,2,1,1,2,2,8,8,8,2,8,8,4,8,2,8,3,8,1,8,3,1,1,2,1,3,2,1,1,8,3,1,8,2,3,3,4,4,4,2,2,4,1,1,4,4,3,4,4,2,3,2,4,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,3,1,4,4,1,4,4,4,2,3,3,2,4,1,4,2,4,1,2,1,1,1,2,1,18,2,13,2,2,1,2,1,2,2,1,2,1,3,5,6,4,24,2,NA
624,8,3,2,4,3,2,1,3,1,8,NA,2,1,8,8,8,2,8,8,2,8,8,8,8,3,8,8,3,8,2,2,8,8,8,8,8,8,8,8,8,8,8,8,1,2,4,2,3,1,3,4,4,4,4,2,3,2,1,1,2,2,2,NA,2,2,2,2,2,1,3,2,2,1,2,4,3,1,2,2,3,3,2,2,1,3,3,2,4,4,4,2,3,2,1,3,3,4,2,4,2,2,2,2,1,1,2,28,2,13,2,1,1,2,1,2,2,2,2,1,3,5,5,2,9,2,2
625,1,4,1,4,1,2,2,3,2,2,2,2,2,8,8,8,2,8,8,3,2,1,1,3,1,1,1,2,1,2,2,8,1,8,8,2,8,2,2,2,3,8,1,4,2,4,2,4,4,4,2,8,8,8,3,8,4,1,1,2,2,2,NA,2,1,1,8,1,3,4,2,2,3,1,4,2,2,4,2,2,1,2,3,1,4,3,1,4,3,3,2,4,5,4,4,1,2,8,5,1,3,1,8,1,2,1,70,2,13,2,2,1,2,1,3,2,2,2,1,2,5,4,4,24,2,2
626,1,4,2,4,1,2,2,2,2,1,1,3,2,1,2,4,2,4,1,8,1,1,2,2,1,1,2,3,4,2,2,8,1,1,1,2,1,1,1,3,1,3,2,4,4,2,4,4,4,2,1,4,2,8,3,4,2,3,1,2,2,1,2,2,1,1,2,2,2,3,2,2,3,1,4,3,1,4,2,1,1,2,4,1,4,3,1,4,4,3,2,2,3,2,4,1,2,2,4,1,1,1,1,1,1,1,30,2,13,2,2,2,2,1,2,2,1,2,1,2,5,4,2,10,2,NA
627,2,4,2,2,2,2,2,2,2,8,NA,2,2,8,4,8,2,4,8,8,2,1,2,2,1,1,1,3,4,2,2,1,8,2,1,8,8,8,1,8,2,8,2,3,2,8,3,4,4,4,3,8,8,8,8,8,2,1,1,3,2,1,2,2,8,8,8,8,1,4,2,1,2,3,4,1,4,4,1,1,1,2,3,4,1,4,1,4,4,4,4,4,4,4,4,1,2,8,4,2,1,1,1,1,1,2,20,2,13,2,2,2,2,2,3,2,2,2,1,9,5,4,4,18,2,NA
628,2,4,1,4,2,2,1,2,2,1,1,2,2,2,2,4,1,4,2,2,2,2,1,3,3,1,3,2,2,2,2,1,2,2,2,8,1,8,2,3,1,8,1,4,4,4,4,3,4,2,4,8,8,8,8,8,2,1,8,2,2,1,2,2,1,2,1,2,1,4,2,2,3,1,3,3,1,2,1,1,2,3,3,1,4,3,1,4,4,4,3,4,3,3,4,1,4,3,4,4,1,1,1,1,1,1,19,2,13,2,2,1,2,1,2,2,1,2,1,2,5,4,4,8,2,NA
629,2,4,2,4,1,1,1,2,2,1,1,2,2,1,2,3,2,4,1,3,1,2,2,8,1,2,8,3,4,2,2,2,1,2,1,1,1,3,2,3,1,9,2,4,1,4,4,4,4,2,2,8,2,3,8,8,3,1,3,2,1,1,1,1,1,2,1,2,1,4,2,2,4,2,4,1,1,3,1,1,1,3,2,2,2,3,1,4,4,4,4,2,2,2,4,3,4,2,4,1,1,1,1,1,2,1,29,2,13,2,2,1,2,1,2,2,2,2,1,4,4,4,2,26,2,NA
630,8,4,2,3,1,2,2,3,1,2,2,2,2,2,1,2,1,3,4,2,1,1,2,3,1,1,3,3,4,2,2,1,8,1,2,1,8,2,1,8,8,2,1,2,4,4,2,4,1,1,1,4,4,4,4,2,2,3,3,8,2,2,NA,2,1,1,4,1,1,1,2,1,2,1,4,2,1,2,2,2,1,1,4,1,2,2,2,1,1,3,4,1,2,2,4,1,2,3,4,1,1,4,2,1,2,2,41,2,13,2,1,1,2,1,2,8,2,2,2,2,6,5,4,26,2,2
631,2,2,1,4,1,2,2,2,2,2,2,2,2,1,2,8,2,4,8,2,1,2,2,2,1,8,8,2,8,8,3,1,1,8,8,8,8,8,2,3,2,8,1,3,4,4,4,4,3,4,8,8,8,8,8,8,2,1,1,4,2,2,NA,2,2,2,1,2,1,1,2,1,2,2,3,2,1,1,2,1,1,2,4,1,3,3,1,3,3,4,3,4,2,3,4,8,4,2,4,1,1,1,2,1,1,1,60,2,13,2,1,1,2,1,3,2,1,2,1,2,6,10,7,10,2,1
632,2,4,2,4,1,3,2,1,1,1,1,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,8,8,8,8,8,8,8,1,8,8,8,8,4,2,8,4,8,8,4,8,8,8,8,8,8,8,8,8,8,2,2,NA,2,8,8,8,8,1,4,2,1,8,1,8,2,3,2,8,8,2,8,3,8,8,3,8,4,4,4,4,4,3,8,4,1,8,8,8,8,8,8,8,8,8,2,57,1,13,2,2,2,2,2,2,2,8,8,1,4,7,4,4,98,2,1
633,2,4,8,4,3,1,1,1,1,3,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,2,2,NA,2,8,8,8,8,1,1,2,8,8,8,8,8,8,1,8,8,2,8,8,8,8,1,8,4,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,75,1,13,2,8,2,2,8,2,8,8,8,1,3,9,4,3,98,1,1
634,2,4,2,4,2,1,1,1,2,3,2,2,2,1,2,8,4,3,2,3,8,1,8,9,1,8,8,1,4,2,3,3,1,8,8,8,8,8,1,8,8,8,1,4,4,4,4,4,4,4,8,8,8,8,8,8,1,1,8,8,1,1,1,1,8,8,8,8,1,4,2,4,4,4,4,1,2,2,2,1,1,2,2,1,2,1,2,4,4,4,4,4,4,4,4,1,8,8,8,8,1,1,8,8,8,1,47,1,13,2,2,2,2,2,2,8,8,8,2,5,5,3,2,24,2,NA
635,2,4,2,4,2,3,2,1,1,2,2,2,1,8,8,8,4,8,8,3,1,1,8,8,8,8,8,1,4,2,3,3,1,1,1,1,1,1,3,2,1,2,1,4,2,4,4,4,8,4,8,8,8,8,8,8,8,1,8,8,2,1,2,2,8,8,8,8,1,4,2,4,4,4,4,1,1,2,2,1,2,1,2,2,3,2,2,4,4,4,4,4,4,4,4,1,8,8,4,1,1,1,8,8,8,1,41,1,13,2,2,2,1,2,2,2,2,8,1,4,3,1,NA,24,2,NA
636,2,4,2,3,2,1,1,1,1,3,2,2,2,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,4,1,3,3,1,8,8,8,8,8,1,8,8,9,1,4,2,4,4,4,4,4,8,8,8,8,8,8,1,8,8,8,1,1,1,1,8,8,8,8,1,4,2,1,4,1,2,2,1,2,1,2,2,2,2,2,3,2,1,4,4,4,4,5,3,3,3,1,8,8,8,8,2,1,8,8,8,2,41,1,13,2,2,8,1,8,2,2,2,2,1,9,7,4,3,98,2,NA
637,1,8,3,8,2,2,2,3,1,8,NA,3,8,8,8,8,2,8,8,4,1,8,8,3,1,8,1,3,8,3,8,1,8,8,8,8,8,8,1,8,8,8,8,4,1,2,2,4,4,8,8,8,8,8,8,8,4,8,8,8,2,1,2,2,8,8,8,8,4,2,2,1,4,4,4,1,1,4,1,1,1,1,4,2,1,2,8,4,8,4,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,2,34,1,13,2,2,2,2,2,2,2,2,2,2,6,1,5,3,27,2,NA
638,2,4,1,1,1,1,1,2,4,1,2,2,2,2,1,2,1,4,2,1,3,3,3,1,1,8,8,8,1,8,1,1,1,8,1,3,1,8,1,8,1,8,1,4,1,4,4,1,1,4,1,8,1,8,8,8,1,1,1,1,2,1,1,2,2,2,8,1,4,2,2,1,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,4,3,2,4,4,1,2,8,4,1,1,1,1,1,4,2,51,1,13,2,2,2,2,2,2,2,2,2,2,6,98,3,3,98,2,NA
639,2,8,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,4,8,1,8,3,8,1,1,3,1,1,1,8,1,1,1,8,1,1,1,8,1,8,8,8,1,4,4,3,4,4,1,4,2,8,8,8,8,8,1,8,1,1,2,1,2,2,4,8,8,1,4,2,2,1,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,2,8,8,1,4,1,4,2,4,2,39,1,13,2,2,2,2,2,2,2,2,2,1,6,1,6,4,27,2,NA
640,8,2,8,4,1,1,2,2,3,1,2,2,2,2,1,3,2,4,1,1,3,3,3,1,1,1,2,8,2,1,1,1,2,9,1,2,1,3,1,1,3,3,2,8,4,2,4,1,4,1,3,8,8,8,8,8,1,3,4,1,1,1,1,1,3,2,3,2,8,4,2,1,3,2,4,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,8,4,4,5,1,2,1,4,1,1,1,2,4,4,2,39,1,13,2,2,2,1,1,2,2,2,2,2,9,6,3,2,6,1,NA
641,8,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,4,1,4,3,3,3,1,2,1,1,8,1,1,1,8,1,1,1,1,1,2,1,1,1,8,2,4,3,4,3,1,1,1,4,1,1,8,8,8,1,1,3,2,1,1,1,1,3,2,2,2,4,4,2,1,2,4,4,1,1,1,1,1,1,1,1,1,1,4,1,5,4,4,1,4,4,4,4,1,2,2,5,2,1,1,8,2,4,1,18,1,13,2,2,2,1,2,2,2,2,2,2,6,98,4,2,10,2,NA
642,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,4,1,1,1,3,3,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,4,3,1,4,3,1,4,1,4,1,1,3,1,1,1,1,1,1,1,1,1,4,2,4,1,4,2,2,1,4,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,4,8,4,4,4,1,3,2,4,1,1,1,1,2,2,2,26,1,13,2,2,2,2,2,2,2,2,2,2,9,10,5,4,6,2,NA
643,2,3,1,3,1,1,2,1,2,1,1,2,2,1,8,8,1,4,1,4,3,3,3,1,8,1,2,8,2,3,1,8,1,1,1,1,1,2,1,8,8,8,1,4,2,4,4,3,3,1,2,2,1,1,8,8,4,3,2,2,1,1,1,1,4,8,4,1,4,1,2,1,4,2,4,1,1,1,1,1,1,1,1,1,2,3,1,4,4,4,4,4,4,4,4,1,5,8,4,5,1,1,2,2,3,2,38,1,13,2,2,2,2,2,2,1,2,1,1,9,98,4,2,9,2,NA
644,2,1,1,4,1,1,2,2,1,2,1,2,2,1,4,4,1,4,2,1,1,3,3,2,3,1,1,2,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,1,2,8,4,8,8,8,1,1,1,1,1,1,1,1,2,1,1,1,4,4,2,1,4,2,3,1,1,1,1,1,1,1,2,1,1,2,8,1,4,4,4,4,4,4,8,8,1,1,1,1,1,1,8,2,2,2,22,1,13,2,2,1,2,2,2,2,2,2,4,6,1,3,2,6,1,NA
645,2,8,2,4,1,3,2,3,4,1,2,2,2,4,4,4,1,4,4,4,2,3,3,1,1,1,1,3,1,1,3,2,1,2,2,2,2,2,1,2,8,8,4,2,1,4,4,4,1,2,4,3,4,8,8,8,4,2,2,4,2,1,2,2,4,2,2,2,4,4,2,1,4,2,3,1,1,4,1,1,1,1,1,1,1,3,1,4,4,4,5,5,4,4,4,3,2,2,4,2,3,1,1,3,1,1,83,1,13,2,2,2,1,2,2,2,2,2,2,5,11,5,5,9,1,NA
646,2,4,1,4,2,2,2,2,2,2,2,2,2,3,4,4,2,4,8,2,1,1,1,2,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,4,1,1,2,2,1,3,3,2,2,3,1,2,1,1,1,1,3,3,3,2,4,4,2,1,3,2,4,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,5,3,4,4,4,2,5,5,4,1,4,3,1,2,4,2,40,1,13,2,2,2,1,2,2,2,2,2,2,5,6,4,3,9,1,NA
647,2,3,1,4,1,1,2,2,1,1,2,2,2,4,8,8,1,4,1,4,1,2,2,1,2,2,8,2,1,1,1,1,1,8,8,1,8,8,1,8,8,8,8,4,3,4,4,3,4,1,4,8,4,4,4,8,4,1,4,2,1,1,1,1,4,4,5,2,3,3,2,1,4,2,2,1,1,3,1,3,1,2,3,1,4,2,3,2,2,4,1,1,1,2,1,1,2,3,2,2,1,1,4,2,2,2,43,2,13,2,2,2,2,2,2,2,2,2,1,9,98,4,3,27,2,NA
648,1,2,1,2,1,1,1,1,1,2,1,2,1,2,4,4,1,4,3,4,3,3,3,8,3,3,3,8,1,1,1,1,1,2,1,1,3,1,1,2,2,3,1,1,2,3,2,2,2,1,2,8,8,3,2,8,3,3,2,2,1,1,1,1,3,2,2,2,2,3,2,1,3,2,3,1,1,1,1,1,1,1,1,1,2,1,1,3,4,4,3,3,4,4,3,3,2,2,3,2,1,1,1,2,2,1,40,2,13,2,2,2,2,2,2,2,2,2,2,6,98,5,2,10,2,NA
